timestamp,source_id,source_role,dest,dest_id,message_type,details
92.0,23,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.0,99,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.0,66,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.0,46,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.0,92,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.0,21,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.1,40,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.1,11,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.1,68,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.1,44,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.1,48,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.1,67,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.2,43,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.2,77,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.2,60,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.2,87,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.2,52,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.2,61,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.3,64,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.3,62,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.3,84,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.3,39,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.3,97,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.3,2,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.4,71,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.4,85,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.4,80,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.4,55,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.4,69,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.4,93,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.5,86,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.5,41,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.5,63,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.5,32,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.5,0,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.5,76,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.6,91,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.6,20,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.6,98,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.6,10,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.6,59,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.6,88,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.7,58,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.7,89,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.7,81,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.7,79,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.7,73,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.7,22,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.7,53,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.7,1,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.7,83,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.8,31,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.8,56,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.8,96,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.8,75,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.8,49,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.8,78,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.8,50,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.8,33,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.8,94,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.9,42,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.9,74,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.9,54,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.9,45,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.9,82,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.9,90,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.9,70,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.9,51,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.9,95,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
92.9,72,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.0,57,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.0,65,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.0,30,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.0,23,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.0,99,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.0,66,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.0,46,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.0,92,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.0,21,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.1,40,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.1,11,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.1,68,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.1,44,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.1,48,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.1,67,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.2,43,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.2,77,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.2,60,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.2,87,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.2,52,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.2,61,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.3,64,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.3,62,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.3,84,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.3,39,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.3,97,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.3,2,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.4,71,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.4,85,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.4,80,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.4,55,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.4,69,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.4,93,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.5,86,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.5,41,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.5,63,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.5,32,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.5,0,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.5,76,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.6,91,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.6,20,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.6,98,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.6,10,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.6,59,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.6,88,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.7,58,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.7,89,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.7,81,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.7,79,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.7,73,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.7,22,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.7,53,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.7,1,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.7,83,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.8,31,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.8,56,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.8,96,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.8,75,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.8,49,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.8,78,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.8,50,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.8,33,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.8,94,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.9,42,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.9,74,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.9,54,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.9,45,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.9,82,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.9,90,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.9,70,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.9,51,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.9,95,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
93.9,72,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.0,57,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.0,65,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.0,30,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.0,23,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.0,99,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.0,66,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.0,46,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.0,92,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.0,21,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.1,40,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.1,11,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.1,68,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.1,44,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.1,48,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.1,67,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.2,43,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.2,77,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.2,60,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.2,87,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.2,52,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.2,61,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.3,64,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.3,62,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.3,84,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.3,39,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.3,97,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.3,2,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.4,71,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.4,85,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.4,80,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.4,55,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.4,69,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.4,93,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.5,86,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.5,41,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.5,63,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.5,32,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.5,0,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.5,76,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.6,91,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.6,20,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.6,98,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.6,10,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.6,59,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.6,88,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.7,58,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.7,89,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.7,81,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.7,79,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.7,73,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.7,22,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.7,53,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.7,1,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.7,83,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.8,31,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.8,56,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.8,96,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.8,75,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.8,49,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.8,78,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.8,50,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.8,33,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.8,94,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.9,42,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.9,74,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.9,54,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.9,45,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.9,82,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.9,90,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.9,70,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.9,51,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.9,95,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
94.9,72,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.0,57,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.0,65,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.0,30,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.0,23,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.0,99,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.0,66,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.0,46,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.0,92,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.0,21,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.1,40,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.1,11,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.1,68,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.1,44,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.1,48,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.1,67,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.2,43,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.2,77,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.2,60,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.2,87,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.2,52,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.2,61,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.3,64,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.3,62,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.3,84,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.3,39,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.3,97,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.3,2,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.4,71,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.4,85,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.4,80,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.4,55,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.4,69,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.4,93,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.5,86,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.5,41,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.5,63,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.5,32,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.5,0,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.5,76,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.6,91,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.6,20,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.6,98,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.6,10,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.6,59,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.6,88,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.7,58,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.7,89,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.7,81,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.7,79,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.7,73,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.7,22,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.7,53,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.7,1,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.7,83,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.8,31,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.8,56,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.8,96,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.8,75,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.8,49,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.8,78,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.8,50,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.8,33,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.8,94,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.9,42,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.9,74,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.9,54,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.9,45,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.9,82,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.9,90,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.9,70,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.9,51,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.9,95,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
95.9,72,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
96.0,57,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
96.0,65,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
96.0,30,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
96.0,23,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
96.0,92,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
96.0,21,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
96.1,40,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
96.1,11,UNDISCOVERED,BROADCAST,,PROBE,Looking for network
96.1,47,UNREGISTERED,"[26,36]",47,JOIN_REQUEST,Request to join
96.1,35,UNREGISTERED,"[15,24]",35,JOIN_REQUEST,Request to join
96.1,38,UNREGISTERED,"[18,28]",38,JOIN_REQUEST,Request to join
96.1,29,UNREGISTERED,"[18,19]",29,JOIN_REQUEST,Request to join
96.1,24,REGISTERED,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,36,REGISTERED,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,28,REGISTERED,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,34,UNREGISTERED,"[15,24]",34,JOIN_REQUEST,Request to join
96.1,19,REGISTERED,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,3,UNREGISTERED,"[4,13]",3,JOIN_REQUEST,Request to join
96.1,26,CLUSTER_HEAD,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,15,CLUSTER_HEAD,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,18,CLUSTER_HEAD,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,13,REGISTERED,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,12,UNREGISTERED,"[4,13]",12,JOIN_REQUEST,Request to join
96.1,24,REGISTERED,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,18,CLUSTER_HEAD,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,17,CLUSTER_HEAD,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,16,CLUSTER_HEAD,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,5,CLUSTER_HEAD,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,17,CLUSTER_HEAD,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,13,REGISTERED,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,4,CLUSTER_HEAD,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,6,ROOT,"[26,36]",,NETWORK_REPLY,CH addr 
96.1,15,CLUSTER_HEAD,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,6,ROOT,"[18,28]",,NETWORK_REPLY,CH addr 
96.1,16,CLUSTER_HEAD,"[26,36]",,NETWORK_REPLY,CH addr 
96.1,6,ROOT,"[15,24]",,NETWORK_REPLY,CH addr 
96.1,6,ROOT,"[18,19]",,NETWORK_REPLY,CH addr 
96.1,5,CLUSTER_HEAD,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,4,CLUSTER_HEAD,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,5,CLUSTER_HEAD,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,26,CLUSTER_HEAD,"[26,36]",,NETWORK_REPLY,CH addr 
96.1,17,CLUSTER_HEAD,"[18,28]",,NETWORK_REPLY,CH addr 
96.1,5,CLUSTER_HEAD,"[15,24]",,NETWORK_REPLY,CH addr 
96.1,5,CLUSTER_HEAD,"[6,254]",,NETWORK_REQUEST,Request to become CH
96.1,17,CLUSTER_HEAD,"[18,19]",,NETWORK_REPLY,CH addr 
96.1,6,ROOT,"[4,13]",,NETWORK_REPLY,CH addr 
96.1,18,CLUSTER_HEAD,"[18,28]",,NETWORK_REPLY,CH addr 
96.1,6,ROOT,"[15,24]",,NETWORK_REPLY,CH addr 
96.1,36,CLUSTER_HEAD,"[26,254]",36,NETWORK_UPDATE,Update networks: 1 children
96.1,36,CLUSTER_HEAD,BROADCAST,47,JOIN_REPLY,"Assigned addr [36,47]"
96.1,18,CLUSTER_HEAD,"[18,19]",,NETWORK_REPLY,CH addr 
96.1,15,CLUSTER_HEAD,"[15,24]",,NETWORK_REPLY,CH addr 
96.1,6,ROOT,"[4,13]",,NETWORK_REPLY,CH addr 
96.1,28,CLUSTER_HEAD,"[18,254]",28,NETWORK_UPDATE,Update networks: 1 children
96.1,28,CLUSTER_HEAD,BROADCAST,38,JOIN_REPLY,"Assigned addr [28,38]"
96.1,5,CLUSTER_HEAD,"[4,13]",,NETWORK_REPLY,CH addr 
96.1,19,CLUSTER_HEAD,"[18,254]",19,NETWORK_UPDATE,Update networks: 1 children
96.1,19,CLUSTER_HEAD,BROADCAST,29,JOIN_REPLY,"Assigned addr [19,29]"
96.1,26,CLUSTER_HEAD,"[16,254]",26,NETWORK_UPDATE,Update networks: 2 children
96.1,5,CLUSTER_HEAD,"[15,24]",,NETWORK_REPLY,CH addr 
96.1,47,UNREGISTERED,"[36,254]",47,JOIN_ACK,Confirmed join
96.1,24,CLUSTER_HEAD,"[15,254]",24,NETWORK_UPDATE,Update networks: 1 children
96.1,24,CLUSTER_HEAD,BROADCAST,35,JOIN_REPLY,"Assigned addr [24,35]"
96.1,24,CLUSTER_HEAD,BROADCAST,34,JOIN_REPLY,"Assigned addr [24,34]"
96.1,4,CLUSTER_HEAD,"[4,13]",,NETWORK_REPLY,CH addr 
96.1,18,CLUSTER_HEAD,"[17,254]",18,NETWORK_UPDATE,Update networks: 2 children
96.1,16,CLUSTER_HEAD,"[6,254]",16,NETWORK_UPDATE,Update networks: 3 children
96.1,18,CLUSTER_HEAD,"[17,254]",18,NETWORK_UPDATE,Update networks: 3 children
96.1,38,UNREGISTERED,"[28,254]",38,JOIN_ACK,Confirmed join
96.1,5,CLUSTER_HEAD,"[4,13]",,NETWORK_REPLY,CH addr 
96.1,29,UNREGISTERED,"[19,254]",29,JOIN_ACK,Confirmed join
96.1,17,CLUSTER_HEAD,"[6,254]",17,NETWORK_UPDATE,Update networks: 3 children
96.1,48,UNREGISTERED,BROADCAST,,PROBE,Looking for network
96.1,15,CLUSTER_HEAD,"[15,24]",,NETWORK_REPLY,CH addr 
96.1,17,CLUSTER_HEAD,"[6,254]",17,NETWORK_UPDATE,Update networks: 4 children
96.1,46,UNREGISTERED,BROADCAST,,PROBE,Looking for network
96.1,56,UNREGISTERED,BROADCAST,,PROBE,Looking for network
96.1,15,CLUSTER_HEAD,"[5,254]",15,NETWORK_UPDATE,Update networks: 2 children
96.1,35,UNREGISTERED,"[24,254]",35,JOIN_ACK,Confirmed join
96.1,34,UNREGISTERED,"[24,254]",34,JOIN_ACK,Confirmed join
96.1,39,UNREGISTERED,BROADCAST,,PROBE,Looking for network
96.1,4,CLUSTER_HEAD,"[4,13]",,NETWORK_REPLY,CH addr 
96.1,13,CLUSTER_HEAD,"[4,254]",13,NETWORK_UPDATE,Update networks: 1 children
96.1,13,CLUSTER_HEAD,BROADCAST,3,JOIN_REPLY,"Assigned addr [13,3]"
96.1,13,CLUSTER_HEAD,BROADCAST,12,JOIN_REPLY,"Assigned addr [13,12]"
96.1,49,UNREGISTERED,BROADCAST,,PROBE,Looking for network
96.1,3,UNREGISTERED,"[13,254]",3,JOIN_ACK,Confirmed join
96.1,44,UNREGISTERED,BROADCAST,,PROBE,Looking for network
96.1,45,UNREGISTERED,BROADCAST,,PROBE,Looking for network
96.1,5,CLUSTER_HEAD,"[6,254]",5,NETWORK_UPDATE,Update networks: 4 children
96.1,12,UNREGISTERED,"[13,254]",12,JOIN_ACK,Confirmed join
